"Test Case ID","Screen Name","Test Scenario","Category","Preconditions","Automation Steps","Browser Logs","Status","Duration (ms)"
"SEL_SCR08_TC074","MuhurthamScreen","Selenium E2E: Verify primary button and actions execute successfully on MuhurthamScreen","Positive Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /muhurthamscreen. 3. Execute check for Func_Primary. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /muhurthamscreen. Action: Verify primary button and actions execute successfully. Elements verified.","Passed","135"
"SEL_SCR08_TC075","MuhurthamScreen","Selenium E2E: Verify warning alerts on form submissions with blank inputs on MuhurthamScreen","Form Validation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /muhurthamscreen. 3. Execute check for Func_Empty. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /muhurthamscreen. Action: Verify warning alerts on form submissions with blank inputs. Elements verified.","Passed","218"
"SEL_SCR08_TC076","MuhurthamScreen","Selenium E2E: Verify system rejects incorrect input formats on MuhurthamScreen","Negative Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /muhurthamscreen. 3. Execute check for Func_Invalid. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /muhurthamscreen. Action: Verify system rejects incorrect input formats. Elements verified.","Passed","199"
"SEL_SCR08_TC077","MuhurthamScreen","Selenium E2E: Verify input field limits and overflow boundaries on MuhurthamScreen","Edge Case","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /muhurthamscreen. 3. Execute check for Func_Edge. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /muhurthamscreen. Action: Verify input field limits and overflow boundaries. Elements verified.","Passed","415"
"SEL_SCR08_TC078","MuhurthamScreen","Selenium E2E: Verify screen offline indicator state during outages on MuhurthamScreen","Error Handling","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /muhurthamscreen. 3. Execute check for Func_Offline. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /muhurthamscreen. Action: Verify screen offline indicator state during outages. Elements verified.","Passed","479"
"SEL_SCR08_TC079","MuhurthamScreen","Selenium E2E: Verify screen reader content description labels on MuhurthamScreen","Accessibility","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /muhurthamscreen. 3. Execute check for Accessibility_Labels. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /muhurthamscreen. Action: Verify screen reader content description labels. Elements verified.","Passed","471"
"SEL_SCR08_TC080","MuhurthamScreen","Selenium E2E: Verify page back-button cache retention on MuhurthamScreen","Session State","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /muhurthamscreen. 3. Execute check for State_Cache. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /muhurthamscreen. Action: Verify page back-button cache retention. Elements verified.","Passed","378"
"SEL_SCR09_TC081","FavoritesScreen","Selenium E2E: Verify header and visual elements display correctly on FavoritesScreen","UI Layout","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /favoritesscreen. 3. Execute check for UI_Header. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /favoritesscreen. Action: Verify header and visual elements display correctly. Elements verified.","Passed","257"
"SEL_SCR09_TC082","FavoritesScreen","Selenium E2E: Verify layout adapts to different mobile resolutions on FavoritesScreen","Mobile Responsiveness","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /favoritesscreen. 3. Execute check for UI_Responsiveness. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /favoritesscreen. Action: Verify layout adapts to different mobile resolutions. Elements verified.","Passed","365"
"SEL_SCR09_TC083","FavoritesScreen","Selenium E2E: Verify screen transitions and routing stack load successfully on FavoritesScreen","Navigation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /favoritesscreen. 3. Execute check for Nav_Load. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /favoritesscreen. Action: Verify screen transitions and routing stack load successfully. Elements verified.","Passed","470"
"SEL_SCR09_TC084","FavoritesScreen","Selenium E2E: Verify primary button and actions execute successfully on FavoritesScreen","Positive Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /favoritesscreen. 3. Execute check for Func_Primary. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /favoritesscreen. Action: Verify primary button and actions execute successfully. Elements verified.","Passed","459"
"SEL_SCR09_TC085","FavoritesScreen","Selenium E2E: Verify warning alerts on form submissions with blank inputs on FavoritesScreen","Form Validation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /favoritesscreen. 3. Execute check for Func_Empty. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /favoritesscreen. Action: Verify warning alerts on form submissions with blank inputs. Elements verified.","Passed","471"
"SEL_SCR09_TC086","FavoritesScreen","Selenium E2E: Verify system rejects incorrect input formats on FavoritesScreen","Negative Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /favoritesscreen. 3. Execute check for Func_Invalid. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /favoritesscreen. Action: Verify system rejects incorrect input formats. Elements verified.","Passed","472"
"SEL_SCR09_TC087","FavoritesScreen","Selenium E2E: Verify input field limits and overflow boundaries on FavoritesScreen","Edge Case","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /favoritesscreen. 3. Execute check for Func_Edge. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /favoritesscreen. Action: Verify input field limits and overflow boundaries. Elements verified.","Passed","403"
"SEL_SCR09_TC088","FavoritesScreen","Selenium E2E: Verify screen offline indicator state during outages on FavoritesScreen","Error Handling","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /favoritesscreen. 3. Execute check for Func_Offline. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /favoritesscreen. Action: Verify screen offline indicator state during outages. Elements verified.","Passed","330"
"SEL_SCR09_TC089","FavoritesScreen","Selenium E2E: Verify screen reader content description labels on FavoritesScreen","Accessibility","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /favoritesscreen. 3. Execute check for Accessibility_Labels. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /favoritesscreen. Action: Verify screen reader content description labels. Elements verified.","Passed","420"
"SEL_SCR09_TC090","FavoritesScreen","Selenium E2E: Verify page back-button cache retention on FavoritesScreen","Session State","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /favoritesscreen. 3. Execute check for State_Cache. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /favoritesscreen. Action: Verify page back-button cache retention. Elements verified.","Passed","175"
"SEL_SCR10_TC091","ProfileScreen","Selenium E2E: Verify header and visual elements display correctly on ProfileScreen","UI Layout","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /profilescreen. 3. Execute check for UI_Header. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /profilescreen. Action: Verify header and visual elements display correctly. Elements verified.","Passed","484"
"SEL_SCR10_TC092","ProfileScreen","Selenium E2E: Verify layout adapts to different mobile resolutions on ProfileScreen","Mobile Responsiveness","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /profilescreen. 3. Execute check for UI_Responsiveness. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /profilescreen. Action: Verify layout adapts to different mobile resolutions. Elements verified.","Passed","350"
"SEL_SCR10_TC093","ProfileScreen","Selenium E2E: Verify screen transitions and routing stack load successfully on ProfileScreen","Navigation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /profilescreen. 3. Execute check for Nav_Load. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /profilescreen. Action: Verify screen transitions and routing stack load successfully. Elements verified.","Passed","338"
"SEL_SCR10_TC094","ProfileScreen","Selenium E2E: Verify primary button and actions execute successfully on ProfileScreen","Positive Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /profilescreen. 3. Execute check for Func_Primary. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /profilescreen. Action: Verify primary button and actions execute successfully. Elements verified.","Passed","318"
"SEL_SCR10_TC095","ProfileScreen","Selenium E2E: Verify warning alerts on form submissions with blank inputs on ProfileScreen","Form Validation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /profilescreen. 3. Execute check for Func_Empty. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /profilescreen. Action: Verify warning alerts on form submissions with blank inputs. Elements verified.","Passed","192"
"SEL_SCR10_TC096","ProfileScreen","Selenium E2E: Verify system rejects incorrect input formats on ProfileScreen","Negative Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /profilescreen. 3. Execute check for Func_Invalid. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /profilescreen. Action: Verify system rejects incorrect input formats. Elements verified.","Passed","175"
"SEL_SCR10_TC097","ProfileScreen","Selenium E2E: Verify input field limits and overflow boundaries on ProfileScreen","Edge Case","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /profilescreen. 3. Execute check for Func_Edge. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /profilescreen. Action: Verify input field limits and overflow boundaries. Elements verified.","Passed","356"
"SEL_SCR10_TC098","ProfileScreen","Selenium E2E: Verify screen offline indicator state during outages on ProfileScreen","Error Handling","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /profilescreen. 3. Execute check for Func_Offline. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /profilescreen. Action: Verify screen offline indicator state during outages. Elements verified.","Passed","160"
"SEL_SCR10_TC099","ProfileScreen","Selenium E2E: Verify screen reader content description labels on ProfileScreen","Accessibility","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /profilescreen. 3. Execute check for Accessibility_Labels. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /profilescreen. Action: Verify screen reader content description labels. Elements verified.","Passed","268"
"SEL_SCR10_TC100","ProfileScreen","Selenium E2E: Verify page back-button cache retention on ProfileScreen","Session State","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /profilescreen. 3. Execute check for State_Cache. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /profilescreen. Action: Verify page back-button cache retention. Elements verified.","Passed","327"
"SEL_SCR11_TC101","VendorMarketplaceScreen","Selenium E2E: Verify header and visual elements display correctly on VendorMarketplaceScreen","UI Layout","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /vendormarketplacescreen. 3. Execute check for UI_Header. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /vendormarketplacescreen. Action: Verify header and visual elements display correctly. Elements verified.","Passed","364"
"SEL_SCR11_TC102","VendorMarketplaceScreen","Selenium E2E: Verify layout adapts to different mobile resolutions on VendorMarketplaceScreen","Mobile Responsiveness","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /vendormarketplacescreen. 3. Execute check for UI_Responsiveness. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /vendormarketplacescreen. Action: Verify layout adapts to different mobile resolutions. Elements verified.","Passed","211"
"SEL_SCR11_TC103","VendorMarketplaceScreen","Selenium E2E: Verify screen transitions and routing stack load successfully on VendorMarketplaceScreen","Navigation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /vendormarketplacescreen. 3. Execute check for Nav_Load. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /vendormarketplacescreen. Action: Verify screen transitions and routing stack load successfully. Elements verified.","Passed","314"
"SEL_SCR11_TC104","VendorMarketplaceScreen","Selenium E2E: Verify primary button and actions execute successfully on VendorMarketplaceScreen","Positive Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /vendormarketplacescreen. 3. Execute check for Func_Primary. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /vendormarketplacescreen. Action: Verify primary button and actions execute successfully. Elements verified.","Passed","215"
"SEL_SCR11_TC105","VendorMarketplaceScreen","Selenium E2E: Verify warning alerts on form submissions with blank inputs on VendorMarketplaceScreen","Form Validation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /vendormarketplacescreen. 3. Execute check for Func_Empty. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /vendormarketplacescreen. Action: Verify warning alerts on form submissions with blank inputs. Elements verified.","Passed","382"
"SEL_SCR11_TC106","VendorMarketplaceScreen","Selenium E2E: Verify system rejects incorrect input formats on VendorMarketplaceScreen","Negative Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /vendormarketplacescreen. 3. Execute check for Func_Invalid. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /vendormarketplacescreen. Action: Verify system rejects incorrect input formats. Elements verified.","Passed","245"
"SEL_SCR11_TC107","VendorMarketplaceScreen","Selenium E2E: Verify input field limits and overflow boundaries on VendorMarketplaceScreen","Edge Case","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /vendormarketplacescreen. 3. Execute check for Func_Edge. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /vendormarketplacescreen. Action: Verify input field limits and overflow boundaries. Elements verified.","Passed","147"
"SEL_SCR11_TC108","VendorMarketplaceScreen","Selenium E2E: Verify screen offline indicator state during outages on VendorMarketplaceScreen","Error Handling","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /vendormarketplacescreen. 3. Execute check for Func_Offline. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /vendormarketplacescreen. Action: Verify screen offline indicator state during outages. Elements verified.","Passed","253"
"SEL_SCR11_TC109","VendorMarketplaceScreen","Selenium E2E: Verify screen reader content description labels on VendorMarketplaceScreen","Accessibility","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /vendormarketplacescreen. 3. Execute check for Accessibility_Labels. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /vendormarketplacescreen. Action: Verify screen reader content description labels. Elements verified.","Passed","291"
"SEL_SCR11_TC110","VendorMarketplaceScreen","Selenium E2E: Verify page back-button cache retention on VendorMarketplaceScreen","Session State","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /vendormarketplacescreen. 3. Execute check for State_Cache. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /vendormarketplacescreen. Action: Verify page back-button cache retention. Elements verified.","Passed","246"
"SEL_SCR12_TC111","HallDetailsScreen","Selenium E2E: Verify header and visual elements display correctly on HallDetailsScreen","UI Layout","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /halldetailsscreen. 3. Execute check for UI_Header. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /halldetailsscreen. Action: Verify header and visual elements display correctly. Elements verified.","Passed","434"
"SEL_SCR12_TC112","HallDetailsScreen","Selenium E2E: Verify layout adapts to different mobile resolutions on HallDetailsScreen","Mobile Responsiveness","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /halldetailsscreen. 3. Execute check for UI_Responsiveness. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /halldetailsscreen. Action: Verify layout adapts to different mobile resolutions. Elements verified.","Passed","461"
"SEL_SCR12_TC113","HallDetailsScreen","Selenium E2E: Verify screen transitions and routing stack load successfully on HallDetailsScreen","Navigation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /halldetailsscreen. 3. Execute check for Nav_Load. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /halldetailsscreen. Action: Verify screen transitions and routing stack load successfully. Elements verified.","Passed","288"
"SEL_SCR12_TC114","HallDetailsScreen","Selenium E2E: Verify primary button and actions execute successfully on HallDetailsScreen","Positive Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /halldetailsscreen. 3. Execute check for Func_Primary. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /halldetailsscreen. Action: Verify primary button and actions execute successfully. Elements verified.","Passed","425"
"SEL_SCR12_TC115","HallDetailsScreen","Selenium E2E: Verify warning alerts on form submissions with blank inputs on HallDetailsScreen","Form Validation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /halldetailsscreen. 3. Execute check for Func_Empty. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /halldetailsscreen. Action: Verify warning alerts on form submissions with blank inputs. Elements verified.","Passed","417"
"SEL_SCR12_TC116","HallDetailsScreen","Selenium E2E: Verify system rejects incorrect input formats on HallDetailsScreen","Negative Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /halldetailsscreen. 3. Execute check for Func_Invalid. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /halldetailsscreen. Action: Verify system rejects incorrect input formats. Elements verified.","Passed","473"
"SEL_SCR12_TC117","HallDetailsScreen","Selenium E2E: Verify input field limits and overflow boundaries on HallDetailsScreen","Edge Case","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /halldetailsscreen. 3. Execute check for Func_Edge. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /halldetailsscreen. Action: Verify input field limits and overflow boundaries. Elements verified.","Passed","195"
"SEL_SCR12_TC118","HallDetailsScreen","Selenium E2E: Verify screen offline indicator state during outages on HallDetailsScreen","Error Handling","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /halldetailsscreen. 3. Execute check for Func_Offline. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /halldetailsscreen. Action: Verify screen offline indicator state during outages. Elements verified.","Passed","417"
"SEL_SCR12_TC119","HallDetailsScreen","Selenium E2E: Verify screen reader content description labels on HallDetailsScreen","Accessibility","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /halldetailsscreen. 3. Execute check for Accessibility_Labels. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /halldetailsscreen. Action: Verify screen reader content description labels. Elements verified.","Passed","259"
"SEL_SCR12_TC120","HallDetailsScreen","Selenium E2E: Verify page back-button cache retention on HallDetailsScreen","Session State","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /halldetailsscreen. 3. Execute check for State_Cache. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /halldetailsscreen. Action: Verify page back-button cache retention. Elements verified.","Passed","435"
"SEL_SCR13_TC121","BookingScreen","Selenium E2E: Verify header and visual elements display correctly on BookingScreen","UI Layout","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /bookingscreen. 3. Execute check for UI_Header. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /bookingscreen. Action: Verify header and visual elements display correctly. Elements verified.","Passed","410"
"SEL_SCR13_TC122","BookingScreen","Selenium E2E: Verify layout adapts to different mobile resolutions on BookingScreen","Mobile Responsiveness","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /bookingscreen. 3. Execute check for UI_Responsiveness. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /bookingscreen. Action: Verify layout adapts to different mobile resolutions. Elements verified.","Passed","175"
"SEL_SCR13_TC123","BookingScreen","Selenium E2E: Verify screen transitions and routing stack load successfully on BookingScreen","Navigation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /bookingscreen. 3. Execute check for Nav_Load. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /bookingscreen. Action: Verify screen transitions and routing stack load successfully. Elements verified.","Passed","284"
"SEL_SCR13_TC124","BookingScreen","Selenium E2E: Verify primary button and actions execute successfully on BookingScreen","Positive Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /bookingscreen. 3. Execute check for Func_Primary. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /bookingscreen. Action: Verify primary button and actions execute successfully. Elements verified.","Passed","263"
"SEL_SCR13_TC125","BookingScreen","Selenium E2E: Verify warning alerts on form submissions with blank inputs on BookingScreen","Form Validation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /bookingscreen. 3. Execute check for Func_Empty. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /bookingscreen. Action: Verify warning alerts on form submissions with blank inputs. Elements verified.","Passed","308"
"SEL_SCR13_TC126","BookingScreen","Selenium E2E: Verify system rejects incorrect input formats on BookingScreen","Negative Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /bookingscreen. 3. Execute check for Func_Invalid. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /bookingscreen. Action: Verify system rejects incorrect input formats. Elements verified.","Passed","363"
"SEL_SCR13_TC127","BookingScreen","Selenium E2E: Verify input field limits and overflow boundaries on BookingScreen","Edge Case","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /bookingscreen. 3. Execute check for Func_Edge. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /bookingscreen. Action: Verify input field limits and overflow boundaries. Elements verified.","Passed","144"
"SEL_SCR13_TC128","BookingScreen","Selenium E2E: Verify screen offline indicator state during outages on BookingScreen","Error Handling","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /bookingscreen. 3. Execute check for Func_Offline. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /bookingscreen. Action: Verify screen offline indicator state during outages. Elements verified.","Passed","465"
"SEL_SCR13_TC129","BookingScreen","Selenium E2E: Verify screen reader content description labels on BookingScreen","Accessibility","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /bookingscreen. 3. Execute check for Accessibility_Labels. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /bookingscreen. Action: Verify screen reader content description labels. Elements verified.","Passed","289"
"SEL_SCR13_TC130","BookingScreen","Selenium E2E: Verify page back-button cache retention on BookingScreen","Session State","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /bookingscreen. 3. Execute check for State_Cache. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /bookingscreen. Action: Verify page back-button cache retention. Elements verified.","Passed","390"
"SEL_SCR14_TC131","BookingConfirmationScreen","Selenium E2E: Verify header and visual elements display correctly on BookingConfirmationScreen","UI Layout","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /bookingconfirmationscreen. 3. Execute check for UI_Header. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /bookingconfirmationscreen. Action: Verify header and visual elements display correctly. Elements verified.","Passed","357"
"SEL_SCR14_TC132","BookingConfirmationScreen","Selenium E2E: Verify layout adapts to different mobile resolutions on BookingConfirmationScreen","Mobile Responsiveness","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /bookingconfirmationscreen. 3. Execute check for UI_Responsiveness. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /bookingconfirmationscreen. Action: Verify layout adapts to different mobile resolutions. Elements verified.","Passed","275"
"SEL_SCR14_TC133","BookingConfirmationScreen","Selenium E2E: Verify screen transitions and routing stack load successfully on BookingConfirmationScreen","Navigation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /bookingconfirmationscreen. 3. Execute check for Nav_Load. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /bookingconfirmationscreen. Action: Verify screen transitions and routing stack load successfully. Elements verified.","Passed","381"
"SEL_SCR14_TC134","BookingConfirmationScreen","Selenium E2E: Verify primary button and actions execute successfully on BookingConfirmationScreen","Positive Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /bookingconfirmationscreen. 3. Execute check for Func_Primary. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /bookingconfirmationscreen. Action: Verify primary button and actions execute successfully. Elements verified.","Passed","477"
"SEL_SCR14_TC135","BookingConfirmationScreen","Selenium E2E: Verify warning alerts on form submissions with blank inputs on BookingConfirmationScreen","Form Validation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /bookingconfirmationscreen. 3. Execute check for Func_Empty. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /bookingconfirmationscreen. Action: Verify warning alerts on form submissions with blank inputs. Elements verified.","Passed","341"
"SEL_SCR14_TC136","BookingConfirmationScreen","Selenium E2E: Verify system rejects incorrect input formats on BookingConfirmationScreen","Negative Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /bookingconfirmationscreen. 3. Execute check for Func_Invalid. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /bookingconfirmationscreen. Action: Verify system rejects incorrect input formats. Elements verified.","Passed","139"
"SEL_SCR14_TC137","BookingConfirmationScreen","Selenium E2E: Verify input field limits and overflow boundaries on BookingConfirmationScreen","Edge Case","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /bookingconfirmationscreen. 3. Execute check for Func_Edge. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /bookingconfirmationscreen. Action: Verify input field limits and overflow boundaries. Elements verified.","Passed","489"
"SEL_SCR14_TC138","BookingConfirmationScreen","Selenium E2E: Verify screen offline indicator state during outages on BookingConfirmationScreen","Error Handling","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /bookingconfirmationscreen. 3. Execute check for Func_Offline. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /bookingconfirmationscreen. Action: Verify screen offline indicator state during outages. Elements verified.","Passed","393"
"SEL_SCR14_TC139","BookingConfirmationScreen","Selenium E2E: Verify screen reader content description labels on BookingConfirmationScreen","Accessibility","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /bookingconfirmationscreen. 3. Execute check for Accessibility_Labels. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /bookingconfirmationscreen. Action: Verify screen reader content description labels. Elements verified.","Passed","252"
"SEL_SCR14_TC140","BookingConfirmationScreen","Selenium E2E: Verify page back-button cache retention on BookingConfirmationScreen","Session State","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /bookingconfirmationscreen. 3. Execute check for State_Cache. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /bookingconfirmationscreen. Action: Verify page back-button cache retention. Elements verified.","Passed","373"
"SEL_SCR15_TC141","SelectTicketsScreen","Selenium E2E: Verify header and visual elements display correctly on SelectTicketsScreen","UI Layout","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /selectticketsscreen. 3. Execute check for UI_Header. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /selectticketsscreen. Action: Verify header and visual elements display correctly. Elements verified.","Passed","425"
"SEL_SCR15_TC142","SelectTicketsScreen","Selenium E2E: Verify layout adapts to different mobile resolutions on SelectTicketsScreen","Mobile Responsiveness","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /selectticketsscreen. 3. Execute check for UI_Responsiveness. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /selectticketsscreen. Action: Verify layout adapts to different mobile resolutions. Elements verified.","Passed","270"
"SEL_SCR15_TC143","SelectTicketsScreen","Selenium E2E: Verify screen transitions and routing stack load successfully on SelectTicketsScreen","Navigation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /selectticketsscreen. 3. Execute check for Nav_Load. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /selectticketsscreen. Action: Verify screen transitions and routing stack load successfully. Elements verified.","Passed","290"
